task_id,department,asset_id,asset_type,corridor_id,location_km,defect_or_task,severity,criticality_1_5,safety_risk_1_5,operational_impact_1_5,overdue_days,estimated_duration_min,required_team_size,possession_required,maintenance_type,status,urgency_score,risk_score,asset_downtime_risk,maintenance_priority_score
TSK-00140,Operating,AST-00140,Axle Counter,COR-097,311.2,Point machine lubrication & locking calibration,Critical,1,1,4,41,60,3,Yes,Corrective,Scheduled,84.0,67.0,Medium,75.5
TSK-00141,Electrical,AST-00141,Signal - Multi Aspect,COR-078,323.4,Axle counter digital sensor reset test,Minor,4,1,1,43,180,8,Yes,Corrective,Completed,31.4,67.1,Medium,49.2
TSK-00142,Operating,AST-00142,Bridge Span,COR-024,286.1,Rail flaw ultrasonics check required,Minor,1,2,3,0,180,3,No,Breakdown,Completed,79.5,19.2,Medium,49.4
TSK-00143,Signal & Telecom,AST-00143,Bridge Span,COR-095,164.9,Multi-aspect LED signal bulb replacement & relay test,Major,1,3,1,28,360,9,Yes,Corrective,Completed,25.8,16.9,Medium,21.4
TSK-00144,Engineering,AST-00144,Track Circuit,COR-024,182.1,Axle counter digital sensor reset test,Major,5,2,4,44,180,5,Yes,Breakdown,Scheduled,38.3,85.5,Low,61.9
TSK-00145,Operating,AST-00145,Axle Counter,COR-002,124.0,Rail flaw ultrasonics check required,Minor,1,1,3,41,360,6,Yes,Corrective,Scheduled,35.0,33.6,Low,34.3
TSK-00146,Signal & Telecom,AST-00146,Track Circuit,COR-035,127.9,Bridge expansion joint inspection & bolt tightening,Moderate,1,1,2,7,240,8,Yes,Corrective,Scheduled,96.3,37.8,Low,67.0
TSK-00147,Signal & Telecom,AST-00147,Interlocking Switch,COR-093,263.3,"Track tamping, ballast packing & alignment check",Critical,2,3,1,16,120,7,Yes,Preventive,Completed,52.4,25.5,Medium,39.0
TSK-00148,Electrical,AST-00148,Bridge Span,COR-057,141.9,OHE cantilever insulator cleaning & height adjustment,Moderate,5,3,5,17,120,7,Yes,Emergency,Pending,90.5,61.5,Medium,76.0
TSK-00149,Electrical,AST-00149,Axle Counter,COR-095,292.5,"Track tamping, ballast packing & alignment check",Major,5,5,5,16,60,12,Yes,Emergency,Scheduled,60.2,17.1,Medium,38.7
TSK-00150,Signal & Telecom,AST-00150,Signal - Multi Aspect,COR-076,418.9,Bridge expansion joint inspection & bolt tightening,Major,5,3,5,32,180,11,Yes,Breakdown,Pending,88.2,73.5,Medium,80.8
TSK-00151,Operating,AST-00151,Bridge Span,COR-018,266.7,Level crossing gate motor overhaul & interlock test,Moderate,2,2,3,39,180,8,No,Breakdown,In Progress,37.9,91.1,Medium,64.5
TSK-00152,Operating,AST-00152,Bridge Span,COR-070,17.4,Rail flaw ultrasonics check required,Major,5,3,4,26,360,9,Yes,Emergency,Pending,73.1,74.2,Medium,73.7
TSK-00153,Engineering,AST-00153,Track Circuit,COR-073,413.1,Bridge expansion joint inspection & bolt tightening,Minor,4,4,3,30,180,5,Yes,Breakdown,In Progress,38.0,68.4,High,53.2
TSK-00154,Signal & Telecom,AST-00154,OHE Catenary,COR-058,158.4,Multi-aspect LED signal bulb replacement & relay test,Minor,5,4,3,23,120,12,No,Emergency,Completed,96.1,34.1,Low,65.1
TSK-00155,Engineering,AST-00155,Bridge Span,COR-015,349.5,OHE cantilever insulator cleaning & height adjustment,Critical,3,5,1,37,60,7,Yes,Corrective,In Progress,85.2,39.8,Low,62.5
TSK-00156,Operating,AST-00156,Signal - Multi Aspect,COR-093,293.2,Multi-aspect LED signal bulb replacement & relay test,Minor,3,5,5,2,360,4,Yes,Preventive,In Progress,62.7,30.3,Medium,46.5
TSK-00157,Signal & Telecom,AST-00157,Track Circuit,COR-067,74.9,Multi-aspect LED signal bulb replacement & relay test,Minor,5,5,3,6,60,10,No,Preventive,In Progress,91.8,64.4,Low,78.1
TSK-00158,Operating,AST-00158,Bridge Span,COR-004,310.2,Axle counter digital sensor reset test,Moderate,4,5,3,13,360,4,Yes,Preventive,Scheduled,83.5,16.1,Low,49.8
TSK-00159,Signal & Telecom,AST-00159,Signal - Multi Aspect,COR-047,138.3,OHE cantilever insulator cleaning & height adjustment,Critical,3,3,4,28,180,12,No,Preventive,Pending,85.9,73.2,Low,79.6
TSK-00160,Electrical,AST-00160,Signal - Multi Aspect,COR-046,355.4,Bridge expansion joint inspection & bolt tightening,Minor,3,1,5,22,120,11,No,Emergency,Scheduled,42.9,59.0,Medium,51.0
TSK-00161,Signal & Telecom,AST-00161,Signal - Multi Aspect,COR-048,291.9,Level crossing gate motor overhaul & interlock test,Critical,4,4,2,20,180,8,No,Breakdown,Scheduled,44.0,38.8,Medium,41.4
TSK-00162,Signal & Telecom,AST-00162,Track Circuit,COR-063,122.7,Axle counter digital sensor reset test,Minor,4,1,5,33,120,10,Yes,Breakdown,Scheduled,70.1,46.9,High,58.5
TSK-00163,Operating,AST-00163,Bridge Span,COR-053,288.2,"Track tamping, ballast packing & alignment check",Major,4,4,3,6,240,12,Yes,Preventive,Completed,93.2,48.5,High,70.8
TSK-00164,Electrical,AST-00164,OHE Catenary,COR-022,328.3,Multi-aspect LED signal bulb replacement & relay test,Moderate,4,5,2,10,120,12,Yes,Corrective,In Progress,58.5,93.3,High,75.9
TSK-00165,Operating,AST-00165,Point & Crossing,COR-070,93.4,Point machine lubrication & locking calibration,Minor,2,4,3,27,360,10,Yes,Breakdown,Pending,61.1,24.0,High,42.5
TSK-00166,Engineering,AST-00166,Level Crossing Gate,COR-100,341.4,Rail flaw ultrasonics check required,Moderate,5,2,1,34,120,3,Yes,Emergency,Completed,20.6,76.1,High,48.3
TSK-00167,Engineering,AST-00167,OHE Catenary,COR-073,148.6,Multi-aspect LED signal bulb replacement & relay test,Critical,5,1,5,17,120,9,No,Emergency,Scheduled,20.6,54.0,High,37.3
TSK-00168,Signal & Telecom,AST-00168,Signal - Multi Aspect,COR-097,330.4,Rail flaw ultrasonics check required,Minor,3,5,5,32,60,3,No,Emergency,In Progress,38.2,47.3,Medium,42.8
TSK-00169,Operating,AST-00169,Bridge Span,COR-019,243.4,Level crossing gate motor overhaul & interlock test,Major,4,2,3,16,180,12,No,Preventive,In Progress,70.4,35.1,High,52.8
TSK-00170,Operating,AST-00170,Level Crossing Gate,COR-042,245.3,Level crossing gate motor overhaul & interlock test,Major,1,2,2,0,360,7,Yes,Preventive,Completed,35.4,41.1,Medium,38.2
TSK-00171,Operating,AST-00171,OHE Catenary,COR-028,208.8,"Track tamping, ballast packing & alignment check",Moderate,3,3,5,6,120,7,Yes,Emergency,Scheduled,51.3,23.6,Low,37.5
TSK-00172,Engineering,AST-00172,Point & Crossing,COR-013,263.7,Level crossing gate motor overhaul & interlock test,Major,1,3,5,36,240,6,No,Emergency,In Progress,79.1,37.3,Medium,58.2
TSK-00173,Signal & Telecom,AST-00173,OHE Catenary,COR-084,128.2,Level crossing gate motor overhaul & interlock test,Moderate,3,2,4,33,180,4,Yes,Breakdown,In Progress,53.2,52.8,Low,53.0
TSK-00174,Electrical,AST-00174,Bridge Span,COR-093,294.4,Rail flaw ultrasonics check required,Major,1,2,1,11,120,12,Yes,Breakdown,Completed,93.7,78.5,High,86.1
TSK-00175,Operating,AST-00175,OHE Catenary,COR-002,5.4,Bridge expansion joint inspection & bolt tightening,Moderate,1,2,1,4,120,9,Yes,Breakdown,Scheduled,31.0,80.8,Medium,55.9
TSK-00176,Engineering,AST-00176,Signal - Multi Aspect,COR-041,155.6,"Track tamping, ballast packing & alignment check",Moderate,4,1,2,30,360,9,Yes,Preventive,In Progress,50.1,24.0,Medium,37.0
TSK-00177,Signal & Telecom,AST-00177,Point & Crossing,COR-057,148.8,Axle counter digital sensor reset test,Minor,2,2,3,36,360,4,No,Preventive,Scheduled,89.2,27.6,High,58.4
TSK-00178,Operating,AST-00178,Signal - Multi Aspect,COR-045,404.6,Rail flaw ultrasonics check required,Major,2,1,3,19,240,8,Yes,Corrective,In Progress,63.9,16.0,High,40.0
TSK-00179,Signal & Telecom,AST-00179,Interlocking Switch,COR-067,255.7,Level crossing gate motor overhaul & interlock test,Major,4,1,1,40,360,8,Yes,Emergency,In Progress,24.2,81.9,Medium,53.1
TSK-00180,Engineering,AST-00180,Level Crossing Gate,COR-068,373.5,OHE cantilever insulator cleaning & height adjustment,Critical,3,4,4,40,360,4,Yes,Breakdown,Pending,91.5,57.4,Low,74.5
TSK-00181,Engineering,AST-00181,Signal - Multi Aspect,COR-076,30.2,Point machine lubrication & locking calibration,Major,1,4,5,6,360,3,Yes,Preventive,Pending,89.9,40.3,Medium,65.1
TSK-00182,Operating,AST-00182,Bridge Span,COR-011,269.7,"Track tamping, ballast packing & alignment check",Major,2,2,2,37,60,12,Yes,Corrective,In Progress,28.2,87.2,High,57.7
TSK-00183,Operating,AST-00183,Axle Counter,COR-076,267.1,Level crossing gate motor overhaul & interlock test,Minor,1,4,4,1,60,7,Yes,Breakdown,Pending,85.5,20.2,Low,52.9
TSK-00184,Operating,AST-00184,Signal - Multi Aspect,COR-079,256.5,Multi-aspect LED signal bulb replacement & relay test,Moderate,2,5,3,14,60,3,Yes,Corrective,In Progress,86.0,82.0,Medium,84.0
TSK-00185,Signal & Telecom,AST-00185,Interlocking Switch,COR-048,55.1,Bridge expansion joint inspection & bolt tightening,Minor,3,5,2,26,180,6,Yes,Breakdown,In Progress,94.8,48.4,Medium,71.6
TSK-00186,Electrical,AST-00186,Signal - Multi Aspect,COR-092,409.6,"Track tamping, ballast packing & alignment check",Major,4,4,2,16,60,10,Yes,Breakdown,In Progress,94.7,65.5,Low,80.1
TSK-00187,Signal & Telecom,AST-00187,Axle Counter,COR-033,325.3,Multi-aspect LED signal bulb replacement & relay test,Critical,1,3,5,16,120,3,No,Corrective,Completed,53.6,91.7,Low,72.7
TSK-00188,Operating,AST-00188,Point & Crossing,COR-047,162.1,Multi-aspect LED signal bulb replacement & relay test,Minor,1,1,3,10,360,5,Yes,Emergency,In Progress,29.7,50.1,High,39.9
TSK-00189,Electrical,AST-00189,Axle Counter,COR-010,240.9,Axle counter digital sensor reset test,Minor,1,1,1,22,180,3,Yes,Corrective,In Progress,32.6,72.1,Medium,52.3
TSK-00190,Electrical,AST-00190,Interlocking Switch,COR-012,233.2,OHE cantilever insulator cleaning & height adjustment,Minor,2,3,2,39,60,9,Yes,Emergency,Pending,44.8,40.6,High,42.7
TSK-00191,Signal & Telecom,AST-00191,Level Crossing Gate,COR-094,378.4,Bridge expansion joint inspection & bolt tightening,Critical,2,5,1,1,60,12,Yes,Emergency,In Progress,39.1,50.9,High,45.0
TSK-00192,Electrical,AST-00192,Point & Crossing,COR-001,319.2,Rail flaw ultrasonics check required,Minor,3,1,3,41,240,3,Yes,Emergency,Completed,70.5,76.6,High,73.5
TSK-00193,Engineering,AST-00193,Interlocking Switch,COR-006,387.1,OHE cantilever insulator cleaning & height adjustment,Major,5,4,2,35,120,12,Yes,Breakdown,Completed,62.1,36.0,Low,49.0
TSK-00194,Signal & Telecom,AST-00194,Signal - Multi Aspect,COR-082,344.7,Level crossing gate motor overhaul & interlock test,Critical,5,1,3,9,180,8,No,Emergency,Scheduled,54.8,56.3,Low,55.5
TSK-00195,Electrical,AST-00195,Bridge Span,COR-041,191.3,"Track tamping, ballast packing & alignment check",Major,2,4,4,20,240,10,No,Corrective,Scheduled,80.1,19.5,High,49.8
TSK-00196,Electrical,AST-00196,Level Crossing Gate,COR-053,52.5,Point machine lubrication & locking calibration,Moderate,2,2,5,45,180,5,No,Corrective,Completed,75.7,16.1,High,45.9
TSK-00197,Signal & Telecom,AST-00197,Point & Crossing,COR-042,64.0,Level crossing gate motor overhaul & interlock test,Moderate,3,1,5,20,360,8,No,Emergency,In Progress,77.6,88.8,Medium,83.2
TSK-00198,Operating,AST-00198,Bridge Span,COR-072,314.7,Axle counter digital sensor reset test,Moderate,4,3,5,13,240,6,Yes,Breakdown,In Progress,29.7,83.9,Medium,56.8
TSK-00199,Signal & Telecom,AST-00199,Track Circuit,COR-052,157.6,Axle counter digital sensor reset test,Major,1,4,1,30,360,12,No,Emergency,Scheduled,63.7,59.4,Medium,61.5
TSK-00200,Engineering,AST-00200,Track Circuit,COR-043,53.2,Rail flaw ultrasonics check required,Major,1,3,2,16,360,12,No,Corrective,In Progress,42.4,42.1,High,42.2
TSK-00201,Signal & Telecom,AST-00201,Bridge Span,COR-046,91.8,OHE cantilever insulator cleaning & height adjustment,Major,3,5,3,22,120,8,No,Breakdown,Completed,96.7,22.9,Low,59.8
TSK-00202,Operating,AST-00202,Level Crossing Gate,COR-071,202.2,Multi-aspect LED signal bulb replacement & relay test,Minor,4,5,4,10,240,3,No,Preventive,Scheduled,79.2,20.4,Medium,49.8
TSK-00203,Operating,AST-00203,Axle Counter,COR-070,328.6,Point machine lubrication & locking calibration,Major,5,3,3,3,360,11,Yes,Preventive,Completed,92.6,41.4,High,67.0
TSK-00204,Engineering,AST-00204,OHE Catenary,COR-100,119.4,Bridge expansion joint inspection & bolt tightening,Major,4,2,5,36,360,4,No,Breakdown,Completed,82.6,66.7,High,74.7
TSK-00205,Engineering,AST-00205,Interlocking Switch,COR-098,418.5,"Track tamping, ballast packing & alignment check",Moderate,4,4,1,29,120,10,No,Emergency,In Progress,29.3,41.8,High,35.5
TSK-00206,Engineering,AST-00206,Axle Counter,COR-091,294.8,Rail flaw ultrasonics check required,Moderate,5,3,5,32,120,6,Yes,Preventive,Scheduled,27.8,69.5,High,48.6
TSK-00207,Engineering,AST-00207,Level Crossing Gate,COR-012,25.5,Axle counter digital sensor reset test,Major,1,4,4,3,60,11,Yes,Emergency,Scheduled,69.5,61.9,High,65.7
TSK-00208,Electrical,AST-00208,Track Circuit,COR-008,11.2,Bridge expansion joint inspection & bolt tightening,Major,2,3,5,38,180,9,Yes,Preventive,Pending,76.5,26.3,High,51.4
TSK-00209,Electrical,AST-00209,Signal - Multi Aspect,COR-039,136.8,Point machine lubrication & locking calibration,Minor,4,2,5,45,180,6,No,Preventive,In Progress,73.9,43.0,Low,58.5
TSK-00210,Signal & Telecom,AST-00210,Axle Counter,COR-086,248.2,Axle counter digital sensor reset test,Major,3,4,2,9,60,11,No,Preventive,Scheduled,58.8,32.5,Low,45.6
TSK-00211,Engineering,AST-00211,Bridge Span,COR-024,253.8,Rail flaw ultrasonics check required,Moderate,5,4,1,25,180,10,Yes,Corrective,Completed,58.5,44.6,Medium,51.5
TSK-00212,Electrical,AST-00212,OHE Catenary,COR-041,72.2,Level crossing gate motor overhaul & interlock test,Minor,1,3,5,5,120,3,Yes,Corrective,In Progress,44.1,31.3,Low,37.7
TSK-00213,Engineering,AST-00213,OHE Catenary,COR-045,109.3,OHE cantilever insulator cleaning & height adjustment,Minor,1,5,2,22,240,4,No,Breakdown,Pending,66.8,39.3,Medium,53.0
TSK-00214,Electrical,AST-00214,Bridge Span,COR-070,158.9,Point machine lubrication & locking calibration,Moderate,5,5,5,30,240,8,No,Preventive,Scheduled,52.2,90.5,High,71.3
TSK-00215,Engineering,AST-00215,Interlocking Switch,COR-041,111.2,Point machine lubrication & locking calibration,Minor,3,5,2,42,240,3,Yes,Preventive,Completed,35.2,72.3,Medium,53.8
TSK-00216,Engineering,AST-00216,Level Crossing Gate,COR-056,395.9,Point machine lubrication & locking calibration,Minor,4,2,5,27,60,6,Yes,Emergency,In Progress,34.7,21.7,Low,28.2
TSK-00217,Electrical,AST-00217,Interlocking Switch,COR-039,101.3,"Track tamping, ballast packing & alignment check",Minor,5,1,3,26,240,5,Yes,Corrective,In Progress,22.5,21.8,Low,22.1
TSK-00218,Electrical,AST-00218,Signal - Multi Aspect,COR-085,263.3,OHE cantilever insulator cleaning & height adjustment,Critical,1,2,2,34,360,9,Yes,Breakdown,Pending,96.2,36.6,Medium,66.4
TSK-00219,Operating,AST-00219,Bridge Span,COR-063,376.1,Point machine lubrication & locking calibration,Major,5,5,3,34,120,3,Yes,Corrective,Pending,89.2,69.1,Medium,79.2
TSK-00220,Operating,AST-00220,Interlocking Switch,COR-060,112.1,Point machine lubrication & locking calibration,Moderate,5,5,1,22,240,12,No,Emergency,In Progress,84.8,68.6,Low,76.7
TSK-00221,Signal & Telecom,AST-00221,Bridge Span,COR-071,27.5,Point machine lubrication & locking calibration,Critical,5,4,4,36,240,9,Yes,Preventive,In Progress,20.7,27.8,Low,24.2
TSK-00222,Engineering,AST-00222,Interlocking Switch,COR-051,379.4,Point machine lubrication & locking calibration,Moderate,5,4,3,42,360,12,No,Breakdown,Pending,55.0,91.7,Medium,73.3
TSK-00223,Signal & Telecom,AST-00223,Track Circuit,COR-025,54.7,Level crossing gate motor overhaul & interlock test,Major,4,5,5,39,360,4,Yes,Emergency,In Progress,57.4,23.9,Low,40.6
TSK-00224,Operating,AST-00224,Signal - Multi Aspect,COR-072,168.1,Multi-aspect LED signal bulb replacement & relay test,Minor,3,1,3,27,240,12,No,Corrective,Completed,75.2,51.4,High,63.3
TSK-00225,Operating,AST-00225,Signal - Multi Aspect,COR-020,63.9,Rail flaw ultrasonics check required,Moderate,1,1,5,35,120,10,Yes,Preventive,Pending,44.2,79.9,Low,62.1
TSK-00226,Electrical,AST-00226,Bridge Span,COR-050,275.7,OHE cantilever insulator cleaning & height adjustment,Critical,4,2,3,37,360,4,No,Emergency,Completed,34.9,22.7,High,28.8
TSK-00227,Electrical,AST-00227,Bridge Span,COR-089,101.3,Point machine lubrication & locking calibration,Minor,3,2,5,33,240,5,No,Preventive,In Progress,47.7,21.7,High,34.7
TSK-00228,Signal & Telecom,AST-00228,OHE Catenary,COR-039,409.2,Rail flaw ultrasonics check required,Critical,3,2,1,19,360,4,Yes,Breakdown,Completed,98.2,82.6,Medium,90.4
TSK-00229,Electrical,AST-00229,Level Crossing Gate,COR-008,217.4,Level crossing gate motor overhaul & interlock test,Moderate,3,5,2,11,120,4,Yes,Preventive,Pending,28.8,70.1,High,49.4
TSK-00230,Signal & Telecom,AST-00230,Track Circuit,COR-026,351.9,Bridge expansion joint inspection & bolt tightening,Minor,4,3,5,28,360,7,Yes,Preventive,Scheduled,57.4,36.3,High,46.8
TSK-00231,Engineering,AST-00231,Bridge Span,COR-088,14.8,OHE cantilever insulator cleaning & height adjustment,Critical,5,4,2,36,240,9,No,Preventive,Completed,67.1,68.4,High,67.8
TSK-00232,Electrical,AST-00232,Track Circuit,COR-096,349.3,Point machine lubrication & locking calibration,Major,1,3,3,13,180,9,Yes,Corrective,Pending,36.7,40.3,High,38.5
TSK-00233,Operating,AST-00233,Interlocking Switch,COR-066,10.4,OHE cantilever insulator cleaning & height adjustment,Major,1,2,4,15,180,11,Yes,Breakdown,Completed,94.2,24.6,Medium,59.4
TSK-00234,Electrical,AST-00234,Interlocking Switch,COR-092,406.2,Rail flaw ultrasonics check required,Critical,4,2,1,4,240,3,No,Preventive,Scheduled,33.1,42.3,Low,37.7
TSK-00235,Engineering,AST-00235,Bridge Span,COR-001,215.8,Level crossing gate motor overhaul & interlock test,Critical,3,1,1,20,60,7,Yes,Emergency,Pending,36.9,51.9,High,44.4
TSK-00236,Electrical,AST-00236,Signal - Multi Aspect,COR-036,269.8,OHE cantilever insulator cleaning & height adjustment,Minor,3,5,2,5,120,4,Yes,Breakdown,In Progress,87.9,62.2,Low,75.1
TSK-00237,Operating,AST-00237,Point & Crossing,COR-085,135.6,Axle counter digital sensor reset test,Critical,1,3,2,6,360,11,Yes,Preventive,Scheduled,79.2,85.7,Low,82.5
TSK-00238,Engineering,AST-00238,Bridge Span,COR-075,298.0,"Track tamping, ballast packing & alignment check",Major,2,4,2,9,240,5,Yes,Corrective,Completed,85.1,45.3,Medium,65.2
TSK-00239,Signal & Telecom,AST-00239,Interlocking Switch,COR-085,368.4,OHE cantilever insulator cleaning & height adjustment,Minor,1,4,1,14,360,9,Yes,Corrective,Scheduled,81.3,78.7,Medium,80.0
TSK-00240,Signal & Telecom,AST-00240,Signal - Multi Aspect,COR-046,95.4,Multi-aspect LED signal bulb replacement & relay test,Major,4,3,3,44,360,4,Yes,Breakdown,Scheduled,53.9,70.9,Medium,62.4
TSK-00241,Operating,AST-00241,Signal - Multi Aspect,COR-007,364.2,"Track tamping, ballast packing & alignment check",Minor,5,4,3,10,240,4,Yes,Emergency,Completed,20.2,40.3,High,30.2
TSK-00242,Operating,AST-00242,Interlocking Switch,COR-007,366.0,Multi-aspect LED signal bulb replacement & relay test,Moderate,2,1,2,38,120,8,Yes,Corrective,Pending,48.3,32.1,Low,40.2
TSK-00243,Electrical,AST-00243,Level Crossing Gate,COR-081,414.4,Level crossing gate motor overhaul & interlock test,Major,1,3,5,42,60,6,Yes,Breakdown,In Progress,76.6,16.1,High,46.3
TSK-00244,Signal & Telecom,AST-00244,Signal - Multi Aspect,COR-079,183.3,Level crossing gate motor overhaul & interlock test,Critical,4,1,5,43,60,5,No,Preventive,Pending,51.8,66.1,High,58.9
TSK-00245,Signal & Telecom,AST-00245,Axle Counter,COR-003,284.9,"Track tamping, ballast packing & alignment check",Moderate,2,5,4,12,360,10,Yes,Emergency,Scheduled,53.3,17.7,Medium,35.5
TSK-00246,Signal & Telecom,AST-00246,Interlocking Switch,COR-009,346.4,Axle counter digital sensor reset test,Major,3,4,2,18,180,12,Yes,Preventive,In Progress,22.4,20.4,High,21.4
TSK-00247,Electrical,AST-00247,Level Crossing Gate,COR-097,80.8,"Track tamping, ballast packing & alignment check",Moderate,4,2,4,12,180,12,Yes,Preventive,In Progress,40.0,73.4,Low,56.7
TSK-00248,Engineering,AST-00248,Track Circuit,COR-047,299.2,Bridge expansion joint inspection & bolt tightening,Minor,4,3,5,22,60,8,No,Preventive,Scheduled,34.1,94.1,High,64.1
TSK-00249,Engineering,AST-00249,Point & Crossing,COR-054,187.7,Multi-aspect LED signal bulb replacement & relay test,Major,3,4,2,5,180,4,No,Preventive,Completed,21.2,72.6,Medium,46.9
TSK-00250,Signal & Telecom,AST-00250,Interlocking Switch,COR-054,349.2,"Track tamping, ballast packing & alignment check",Critical,5,1,1,16,120,4,No,Preventive,In Progress,47.0,64.3,Medium,55.6
TSK-00251,Electrical,AST-00251,OHE Catenary,COR-091,173.3,Rail flaw ultrasonics check required,Critical,5,4,2,1,120,6,Yes,Corrective,In Progress,71.3,61.2,Low,66.2
