task_id,asset_id,asset_type,corridor_id,location_km,signal_type,defect_or_task,severity,criticality_1_5,safety_risk_1_5,operational_impact_1_5,reported_date,due_date,overdue_days,estimated_duration_min,required_team_size,maintenance_type,possession_required,status
SMMS000165,AST008061,Telecom Cable,C00076,94.2,Quad Cable,Cable fault,Medium,2,3,2,2025-06-28,2025-07-19,0,147,2,Corrective,Yes,Deferred
SMMS000166,AST005417,Level Crossing Signal,C00034,15.4,LC Gate Signal,Signal failure,Medium,1,2,2,2025-06-23,2025-07-08,0,77,1,Preventive,Yes,Completed
SMMS000167,AST007076,Optical Fiber,C00008,78.1,OFC Link,Cable fault,High,3,5,3,2025-06-23,2025-06-30,0,224,4,Corrective,Yes,Completed
SMMS000168,AST007415,Axle Counter,C00026,296.3,Axle Counter,Axle counter fault,Low,2,2,3,2025-04-07,2025-05-09,0,84,3,Corrective,No,Completed
SMMS000169,AST006713,Signal,C00008,41.9,Colour Light Signal,Signal failure,Critical,3,4,2,2025-05-15,2025-05-18,44,152,3,Preventive,Yes,Scheduled
SMMS000170,AST006707,Axle Counter,C00024,24.3,Axle Counter,Axle counter fault,High,2,3,2,2025-06-29,2025-07-08,0,118,2,Corrective,Yes,Completed
SMMS000171,AST008380,Axle Counter,C00061,43.9,Axle Counter,Axle counter fault,Low,2,3,2,2025-05-30,2025-07-03,0,64,4,Preventive,No,Completed
SMMS000172,AST005355,Level Crossing Signal,C00062,36.9,LC Gate Signal,Signal failure,High,3,5,3,2025-05-30,2025-06-07,24,87,2,Corrective,Yes,Scheduled
SMMS000173,AST008537,Optical Fiber,C00054,14.2,OFC Link,Cable fault,Medium,2,2,2,2025-06-21,2025-07-07,0,202,4,Preventive,Yes,Scheduled
SMMS000174,AST007429,Point Machine,C00079,15.4,Electric Point Machine,Point machine fault,Medium,3,3,2,2025-03-21,2025-04-08,84,115,2,Preventive,Yes,Open
SMMS000175,AST007719,Level Crossing Signal,C00091,152.3,LC Gate Signal,Signal failure,High,4,4,2,2025-06-24,2025-07-02,0,106,2,Corrective,Yes,Open
SMMS000176,AST008117,Optical Fiber,C00043,13.6,OFC Link,Cable fault,High,4,3,2,2025-06-23,2025-07-02,0,130,3,Corrective,Yes,Deferred
SMMS000177,AST007232,Telecom Cable,C00025,161.3,Quad Cable,Cable fault,Critical,3,4,2,2025-04-12,2025-04-15,77,233,3,Corrective,No,Scheduled
SMMS000178,AST007662,Relay,C00076,127.7,Relay Interlocking,Relay degradation,High,1,4,3,2025-06-12,2025-06-21,10,109,3,Corrective,Yes,Open
SMMS000179,AST005979,Track Circuit,C00006,18.3,Track Circuit,Track circuit fault,Low,3,1,2,2025-06-01,2025-07-01,0,129,4,Corrective,No,Open
SMMS000180,AST006682,Axle Counter,C00050,52.4,Axle Counter,Axle counter fault,Medium,2,4,1,2025-05-20,2025-06-06,25,52,3,Preventive,Yes,Open
SMMS000181,AST006283,Axle Counter,C00038,15.7,Axle Counter,Axle counter fault,Low,2,1,2,2025-06-18,2025-07-27,0,93,3,Inspection,Yes,Completed
SMMS000182,AST008331,Level Crossing Signal,C00094,45.4,LC Gate Signal,Signal failure,Medium,3,2,3,2025-03-28,2025-04-11,81,115,2,Corrective,Yes,Scheduled
SMMS000183,AST007914,Telecom Cable,C00068,67.9,Quad Cable,Cable fault,Low,3,2,2,2025-06-06,2025-07-13,0,158,5,Corrective,No,Open
SMMS000184,AST007597,Optical Fiber,C00050,42.7,OFC Link,Cable fault,Critical,3,4,3,2025-05-24,2025-05-27,35,135,2,Preventive,Yes,Deferred
SMMS000185,AST006007,Telecom Cable,C00008,65.5,Quad Cable,Cable fault,High,4,3,2,2025-05-20,2025-05-27,0,217,3,Corrective,Yes,Completed
SMMS000186,AST008006,Relay,C00063,91.0,Relay Interlocking,Relay degradation,Medium,1,2,1,2025-06-26,2025-07-16,0,114,4,Preventive,Yes,Completed
SMMS000187,AST008112,Track Circuit,C00095,33.7,Track Circuit,Track circuit fault,Critical,5,5,5,2025-06-03,2025-06-08,23,143,5,Preventive,No,Open
SMMS000188,AST006047,Axle Counter,C00085,130.1,Axle Counter,Axle counter fault,High,2,3,3,2025-06-17,2025-06-27,4,135,2,Corrective,No,In Progress
SMMS000189,AST006663,Relay,C00071,11.2,Relay Interlocking,Relay degradation,Low,4,2,1,2025-05-14,2025-06-20,11,79,3,Corrective,Yes,Open
SMMS000190,AST005627,Signal,C00058,29.8,Colour Light Signal,Signal lamp/equipment replacement,Medium,2,4,2,2025-06-08,2025-06-20,11,43,2,Preventive,No,Scheduled
SMMS000191,AST006912,Relay,C00068,17.1,Relay Interlocking,Relay degradation,Low,2,2,1,2025-05-20,2025-06-24,7,77,5,Corrective,No,Open
SMMS000192,AST007591,Optical Fiber,C00006,19.8,OFC Link,Cable fault,High,4,3,3,2025-06-22,2025-06-29,2,122,5,Preventive,Yes,Open
SMMS000193,AST005680,Level Crossing Signal,C00023,38.7,LC Gate Signal,Signal failure,High,3,5,1,2025-05-10,2025-05-18,0,150,2,Preventive,Yes,Completed
SMMS000194,AST008159,Optical Fiber,C00033,24.7,OFC Link,Cable fault,Low,2,1,1,2025-06-19,2025-07-15,0,174,2,Corrective,Yes,Open
SMMS000195,AST008378,Track Circuit,C00092,59.4,Track Circuit,Track circuit fault,Medium,3,3,2,2025-06-16,2025-07-03,0,121,3,Corrective,No,In Progress
SMMS000196,AST007563,Telecom Cable,C00100,4.5,Quad Cable,Cable fault,High,3,3,3,2025-05-27,2025-06-04,27,164,4,Corrective,Yes,Open
SMMS000197,AST006047,Axle Counter,C00085,130.1,Axle Counter,Axle counter fault,Low,2,1,2,2025-06-25,2025-08-12,0,62,2,Inspection,Yes,Open
SMMS000198,AST007594,Axle Counter,C00020,46.4,Axle Counter,Axle counter fault,High,4,5,2,2025-06-22,2025-06-30,1,168,3,Corrective,Yes,In Progress
SMMS000199,AST005732,Level Crossing Signal,C00088,28.7,LC Gate Signal,Signal failure,Medium,2,3,1,2025-06-18,2025-07-02,0,234,3,Preventive,Yes,Open
SMMS000200,AST005774,Level Crossing Signal,C00029,43.6,LC Gate Signal,Signal failure,High,3,3,2,2025-06-29,2025-07-09,0,147,2,Preventive,Yes,Completed
SMMS000201,AST007493,Relay,C00051,3.7,Relay Interlocking,Relay degradation,Medium,3,3,3,2025-05-22,2025-06-08,0,82,2,Corrective,No,Completed
SMMS000202,AST007643,Level Crossing Signal,C00052,64.4,LC Gate Signal,Signal failure,Medium,3,1,2,2025-06-16,2025-07-06,0,82,2,Corrective,Yes,Open
SMMS000203,AST006453,Interlocking,C00057,36.2,Route Relay Interlocking,Interlocking inspection,Low,2,1,2,2025-06-24,2025-08-01,0,207,4,Inspection,Yes,Completed
SMMS000204,AST006460,Relay,C00091,21.3,Relay Interlocking,Relay degradation,High,4,5,2,2025-03-08,2025-03-15,108,103,2,Preventive,No,Open
SMMS000205,AST007345,Interlocking,C00099,6.8,Route Relay Interlocking,Interlocking inspection,High,3,3,4,2025-05-24,2025-06-03,28,217,2,Inspection,No,Scheduled
SMMS000206,AST005537,Telecom Cable,C00058,56.6,Quad Cable,Cable fault,Medium,4,2,2,2025-06-24,2025-07-10,0,156,3,Corrective,Yes,In Progress
SMMS000207,AST007359,Optical Fiber,C00045,30.6,OFC Link,Cable fault,High,4,5,2,2025-05-28,2025-06-03,28,156,4,Preventive,Yes,In Progress
SMMS000208,AST006080,Axle Counter,C00052,102.1,Axle Counter,Axle counter fault,Low,3,3,2,2025-06-16,2025-07-19,0,124,2,Inspection,No,Completed
SMMS000209,AST007313,Level Crossing Signal,C00023,20.0,LC Gate Signal,Signal failure,Low,3,1,1,2025-05-02,2025-06-13,18,43,3,Corrective,No,Open
SMMS000210,AST008460,Level Crossing Signal,C00027,107.7,LC Gate Signal,Signal failure,Low,3,2,1,2025-06-12,2025-07-11,0,154,2,Preventive,Yes,Open
SMMS000211,AST006963,Relay,C00092,25.9,Relay Interlocking,Relay degradation,Medium,2,3,2,2025-06-21,2025-07-10,0,134,3,Preventive,No,Scheduled
SMMS000212,AST006178,Axle Counter,C00063,124.0,Axle Counter,Axle counter fault,High,1,5,2,2025-06-24,2025-07-02,0,101,3,Corrective,No,Scheduled
SMMS000213,AST005478,Signal,C00019,38.0,Colour Light Signal,Signal lamp/equipment replacement,Medium,2,2,2,2025-05-22,2025-06-09,22,54,2,Preventive,Yes,Deferred
SMMS000214,AST007851,Signal,C00028,121.6,Colour Light Signal,Signal failure,Medium,2,3,3,2025-04-01,2025-04-16,76,126,4,Preventive,No,In Progress
SMMS000215,AST007710,Axle Counter,C00049,85.7,Axle Counter,Axle counter fault,Medium,3,2,1,2025-05-29,2025-06-22,9,70,3,Preventive,No,In Progress
SMMS000216,AST006657,Axle Counter,C00077,11.6,Axle Counter,Axle counter fault,Medium,3,2,3,2025-06-30,2025-07-19,0,117,3,Corrective,Yes,Open
SMMS000217,AST005672,Telecom Cable,C00079,42.9,Quad Cable,Cable fault,Medium,2,3,3,2025-06-15,2025-06-29,2,157,3,Corrective,No,Scheduled
SMMS000218,AST007074,Point Machine,C00033,51.0,Electric Point Machine,Point machine fault,Medium,3,3,1,2025-06-21,2025-07-04,0,223,3,Corrective,No,Completed
SMMS000219,AST008384,Optical Fiber,C00010,87.0,OFC Link,Cable fault,Medium,2,1,2,2025-05-30,2025-06-19,12,201,6,Preventive,No,Open
SMMS000220,AST007448,Axle Counter,C00032,14.8,Axle Counter,Axle counter fault,Medium,4,3,2,2025-04-05,2025-04-17,0,159,4,Preventive,Yes,Completed
SMMS000221,AST005494,Axle Counter,C00035,76.1,Axle Counter,Axle counter fault,Medium,3,2,2,2025-05-04,2025-05-25,37,103,2,Preventive,Yes,Scheduled
SMMS000222,AST006081,Signal,C00016,17.7,Colour Light Signal,Signal lamp/equipment replacement,Medium,3,3,3,2025-06-27,2025-07-14,0,88,4,Corrective,Yes,Open
SMMS000223,AST006233,Level Crossing Signal,C00097,11.0,LC Gate Signal,Signal failure,Low,2,1,1,2025-04-13,2025-05-20,42,62,1,Inspection,No,Open
SMMS000224,AST007305,Point Machine,C00048,75.5,Electric Point Machine,Point machine fault,Medium,4,3,1,2025-05-20,2025-06-07,24,120,2,Corrective,No,Scheduled
SMMS000225,AST006098,Telecom Cable,C00079,51.9,Quad Cable,Cable fault,High,2,3,3,2025-06-19,2025-06-26,5,197,4,Preventive,No,Open
SMMS000226,AST005990,Point Machine,C00009,85.4,Electric Point Machine,Point machine fault,Medium,2,1,2,2025-06-17,2025-07-08,0,179,4,Corrective,No,Open
SMMS000227,AST005290,Level Crossing Signal,C00038,192.4,LC Gate Signal,Signal failure,High,2,4,2,2025-06-16,2025-06-25,6,103,4,Preventive,Yes,Scheduled
SMMS000228,AST006672,Interlocking,C00026,194.7,Route Relay Interlocking,Interlocking inspection,High,5,3,2,2025-06-07,2025-06-15,16,265,3,Inspection,No,Open
SMMS000229,AST008347,Level Crossing Signal,C00030,83.7,LC Gate Signal,Signal failure,Low,2,2,2,2025-06-19,2025-07-22,0,59,3,Corrective,Yes,Open
SMMS000230,AST008454,Interlocking,C00083,34.7,Route Relay Interlocking,Interlocking inspection,Low,3,2,2,2025-06-28,2025-08-07,0,243,3,Inspection,No,Open
SMMS000231,AST006424,Axle Counter,C00078,28.6,Axle Counter,Axle counter fault,Low,3,2,2,2025-03-16,2025-04-12,0,117,3,Corrective,No,Completed
SMMS000232,AST008152,Track Circuit,C00037,57.2,Track Circuit,Track circuit fault,Medium,2,2,2,2025-06-08,2025-06-24,7,92,1,Preventive,No,Open
SMMS000233,AST006483,Relay,C00023,22.2,Relay Interlocking,Relay degradation,Low,4,1,2,2025-06-27,2025-07-24,0,145,4,Preventive,No,Scheduled
SMMS000234,AST005957,Optical Fiber,C00081,8.2,OFC Link,Cable fault,Low,3,2,1,2025-05-31,2025-07-03,0,79,1,Corrective,Yes,Open
SMMS000235,AST005448,Axle Counter,C00018,90.9,Axle Counter,Axle counter fault,Medium,3,2,2,2025-06-20,2025-07-07,0,91,4,Corrective,Yes,In Progress
SMMS000236,AST005824,Point Machine,C00093,34.4,Electric Point Machine,Point machine fault,High,4,3,2,2025-06-16,2025-06-24,7,133,2,Corrective,No,Open
SMMS000237,AST007971,Track Circuit,C00069,123.7,Track Circuit,Track circuit fault,Low,1,1,2,2025-03-27,2025-05-11,51,194,3,Inspection,No,Open
SMMS000238,AST005881,Track Circuit,C00020,23.7,Track Circuit,Track circuit fault,Low,3,2,2,2025-06-13,2025-07-31,0,199,2,Corrective,Yes,Open
SMMS000239,AST007120,Telecom Cable,C00021,122.5,Quad Cable,Cable fault,Low,2,1,1,2025-06-10,2025-07-06,0,152,3,Inspection,Yes,Scheduled
SMMS000240,AST006975,Optical Fiber,C00024,68.2,OFC Link,Cable fault,Medium,3,2,1,2025-03-31,2025-04-19,73,155,2,Preventive,No,Deferred
SMMS000241,AST006986,Telecom Cable,C00100,8.5,Quad Cable,Cable fault,High,3,2,2,2025-06-04,2025-06-14,0,158,3,Corrective,Yes,Completed
SMMS000242,AST006352,Optical Fiber,C00053,63.7,OFC Link,Cable fault,High,5,3,3,2025-06-06,2025-06-14,17,67,2,Preventive,No,Open
SMMS000243,AST005540,Relay,C00024,84.5,Relay Interlocking,Relay degradation,Low,2,3,2,2025-03-09,2025-04-14,0,118,3,Inspection,No,Completed
SMMS000244,AST005573,Telecom Cable,C00050,25.6,Quad Cable,Cable fault,High,3,4,3,2025-06-15,2025-06-22,9,144,3,Corrective,No,Scheduled
SMMS000245,AST005372,Level Crossing Signal,C00061,1.2,LC Gate Signal,Signal failure,High,2,4,3,2025-04-21,2025-04-30,62,113,3,Corrective,No,Scheduled
SMMS000246,AST006227,Interlocking,C00029,14.1,Route Relay Interlocking,Interlocking inspection,High,4,4,4,2025-05-26,2025-06-06,25,315,5,Inspection,Yes,Open
SMMS000247,AST008200,Axle Counter,C00011,95.0,Axle Counter,Axle counter fault,Medium,3,3,2,2025-06-04,2025-06-15,0,104,2,Corrective,No,Completed
SMMS000248,AST007466,Interlocking,C00064,130.4,Route Relay Interlocking,Interlocking inspection,Critical,3,4,4,2025-06-29,2025-07-03,0,342,5,Inspection,Yes,Deferred
SMMS000249,AST008416,Signal,C00082,60.6,Colour Light Signal,Signal failure,High,4,4,3,2025-05-20,2025-05-30,32,139,3,Preventive,No,Open
SMMS000250,AST005663,Interlocking,C00099,13.7,Route Relay Interlocking,Interlocking inspection,Medium,3,1,4,2025-05-04,2025-05-25,0,175,4,Inspection,No,Completed
SMMS000251,AST007881,Axle Counter,C00002,104.9,Axle Counter,Axle counter fault,High,3,2,1,2025-04-02,2025-04-10,82,96,2,Preventive,Yes,Open
SMMS000252,AST005723,Telecom Cable,C00022,103.7,Quad Cable,Cable fault,Low,2,2,1,2025-06-03,2025-07-01,0,157,2,Corrective,No,Completed
SMMS000253,AST006938,Optical Fiber,C00091,137.4,OFC Link,Cable fault,Medium,5,2,2,2025-06-25,2025-07-11,0,96,2,Corrective,Yes,Scheduled
SMMS000254,AST006028,Interlocking,C00064,12.0,Route Relay Interlocking,Interlocking inspection,High,5,4,3,2025-06-24,2025-06-28,0,204,5,Inspection,No,Completed
SMMS000255,AST007001,Axle Counter,C00002,59.4,Axle Counter,Axle counter fault,Medium,2,3,2,2025-06-18,2025-07-06,0,104,3,Preventive,No,Open
SMMS000256,AST006829,Track Circuit,C00053,124.7,Track Circuit,Track circuit fault,High,2,5,2,2025-04-23,2025-05-01,61,138,3,Corrective,Yes,Scheduled
SMMS000257,AST006963,Relay,C00092,25.9,Relay Interlocking,Relay degradation,Medium,3,2,2,2025-05-28,2025-06-19,12,80,1,Corrective,No,In Progress
SMMS000258,AST006114,Track Circuit,C00088,26.9,Track Circuit,Track circuit fault,Low,3,2,2,2025-06-02,2025-07-05,0,151,5,Preventive,No,Open
SMMS000259,AST005829,Point Machine,C00066,55.1,Electric Point Machine,Point machine fault,Low,3,2,2,2025-05-20,2025-06-25,6,103,2,Preventive,No,Open
SMMS000260,AST005647,Point Machine,C00047,22.0,Electric Point Machine,Point machine fault,Medium,3,3,3,2025-06-16,2025-07-09,0,95,3,Preventive,Yes,Scheduled
SMMS000261,AST005384,Signal,C00043,12.4,Colour Light Signal,Signal lamp/equipment replacement,Medium,3,2,1,2025-04-01,2025-04-21,0,40,2,Corrective,Yes,Completed
SMMS000262,AST007136,Axle Counter,C00099,11.7,Axle Counter,Axle counter fault,Medium,3,2,2,2025-06-27,2025-07-16,0,91,3,Preventive,Yes,Open
SMMS000263,AST005649,Signal,C00077,29.7,Colour Light Signal,Signal failure,High,2,4,3,2025-05-24,2025-06-01,30,97,2,Corrective,Yes,In Progress
SMMS000264,AST007397,Level Crossing Signal,C00081,38.1,LC Gate Signal,Signal failure,Medium,3,2,1,2025-06-26,2025-07-18,0,101,2,Corrective,No,Completed
SMMS000265,AST007469,Relay,C00090,88.4,Relay Interlocking,Relay degradation,Medium,3,2,3,2025-03-30,2025-04-17,75,36,1,Preventive,No,Deferred
SMMS000266,AST005405,Telecom Cable,C00091,26.8,Quad Cable,Cable fault,Low,2,2,1,2025-06-24,2025-07-20,0,165,4,Corrective,No,Completed
SMMS000267,AST008601,Point Machine,C00058,9.4,Electric Point Machine,Point machine fault,Medium,3,2,2,2025-06-24,2025-07-09,0,176,2,Preventive,No,Open
SMMS000268,AST007596,Relay,C00050,28.1,Relay Interlocking,Relay degradation,Medium,4,3,2,2025-06-23,2025-07-13,0,88,2,Preventive,No,Open
SMMS000269,AST005967,Track Circuit,C00041,16.2,Track Circuit,Track circuit fault,High,3,5,3,2025-06-29,2025-07-08,0,216,2,Corrective,No,Open
SMMS000270,AST005920,Track Circuit,C00069,25.1,Track Circuit,Track circuit fault,Low,4,2,2,2025-06-24,2025-07-31,0,131,2,Corrective,No,Scheduled
SMMS000271,AST005893,Point Machine,C00023,25.6,Electric Point Machine,Point machine fault,Medium,3,1,3,2025-06-22,2025-07-11,0,159,2,Corrective,Yes,Open
SMMS000272,AST005591,Track Circuit,C00030,85.1,Track Circuit,Track circuit fault,Low,2,3,2,2025-06-29,2025-08-10,0,98,4,Inspection,Yes,Open
SMMS000273,AST007946,Interlocking,C00065,5.7,Route Relay Interlocking,Interlocking inspection,Medium,2,1,1,2025-06-28,2025-07-13,0,181,5,Inspection,No,Open
SMMS000274,AST007472,Signal,C00035,5.9,Colour Light Signal,Signal failure,Critical,4,5,3,2025-04-02,2025-04-06,86,68,3,Preventive,Yes,Scheduled
SMMS000275,AST006741,Optical Fiber,C00039,26.9,OFC Link,Cable fault,Medium,3,2,2,2025-06-19,2025-07-03,0,164,2,Corrective,Yes,Scheduled
SMMS000276,AST007964,Axle Counter,C00020,80.1,Axle Counter,Axle counter fault,Low,3,2,2,2025-06-24,2025-07-18,0,107,3,Preventive,No,Open
SMMS000277,AST005386,Axle Counter,C00052,118.2,Axle Counter,Axle counter fault,Low,3,1,1,2025-04-13,2025-05-18,44,140,3,Preventive,Yes,Scheduled
SMMS000278,AST007157,Optical Fiber,C00077,13.7,OFC Link,Cable fault,Medium,3,3,2,2025-06-16,2025-06-30,1,184,3,Preventive,Yes,In Progress
SMMS000279,AST006685,Signal,C00097,21.1,Colour Light Signal,Signal failure,Low,2,1,3,2025-05-11,2025-06-28,3,107,3,Preventive,No,In Progress
SMMS000280,AST007865,Relay,C00078,30.9,Relay Interlocking,Relay degradation,High,3,3,3,2025-04-28,2025-05-04,58,125,3,Preventive,No,Open
SMMS000281,AST007405,Telecom Cable,C00030,68.5,Quad Cable,Cable fault,High,2,4,2,2025-05-28,2025-06-07,24,145,3,Corrective,No,Scheduled
SMMS000282,AST005417,Level Crossing Signal,C00034,15.4,LC Gate Signal,Signal failure,Medium,2,2,3,2025-06-19,2025-07-08,0,118,2,Corrective,Yes,Open
SMMS000283,AST008232,Signal,C00067,84.2,Colour Light Signal,Signal lamp/equipment replacement,Medium,4,1,1,2025-06-30,2025-07-12,0,61,4,Preventive,No,Completed
SMMS000284,AST008048,Level Crossing Signal,C00047,29.0,LC Gate Signal,Signal failure,Medium,2,2,3,2025-06-12,2025-06-27,0,97,3,Corrective,Yes,Completed
SMMS000285,AST006484,Optical Fiber,C00050,47.7,OFC Link,Cable fault,Medium,3,4,2,2025-06-20,2025-07-06,0,160,3,Corrective,Yes,Open
SMMS000286,AST006225,Signal,C00008,41.8,Colour Light Signal,Signal lamp/equipment replacement,High,2,4,4,2025-06-17,2025-06-25,0,79,2,Corrective,Yes,Completed
SMMS000287,AST007266,Optical Fiber,C00050,35.6,OFC Link,Cable fault,Medium,3,2,2,2025-06-14,2025-06-28,3,75,1,Corrective,No,Deferred
SMMS000288,AST006622,Optical Fiber,C00069,288.6,OFC Link,Cable fault,High,4,4,3,2025-06-19,2025-06-26,5,184,3,Corrective,Yes,Open
SMMS000289,AST008374,Track Circuit,C00026,179.0,Track Circuit,Track circuit fault,High,4,3,2,2025-05-25,2025-06-01,30,191,5,Corrective,No,Open
SMMS000290,AST006714,Axle Counter,C00005,69.7,Axle Counter,Axle counter fault,Low,2,2,1,2025-06-03,2025-07-07,0,105,4,Preventive,Yes,Completed
SMMS000291,AST006367,Relay,C00092,96.0,Relay Interlocking,Relay degradation,High,4,4,3,2025-06-22,2025-06-29,2,43,2,Preventive,No,Open
SMMS000292,AST006206,Interlocking,C00071,12.2,Route Relay Interlocking,Interlocking inspection,Medium,4,3,1,2025-04-04,2025-04-27,65,187,3,Inspection,No,Open
SMMS000293,AST007342,Optical Fiber,C00071,1.9,OFC Link,Cable fault,Medium,3,2,2,2025-06-08,2025-07-01,0,178,3,Preventive,Yes,In Progress
SMMS000294,AST007902,Point Machine,C00002,4.9,Electric Point Machine,Point machine fault,Medium,2,2,2,2025-06-22,2025-07-03,0,106,3,Corrective,Yes,In Progress
SMMS000295,AST006406,Level Crossing Signal,C00082,95.3,LC Gate Signal,Signal failure,Low,4,1,1,2025-03-29,2025-05-05,0,90,3,Corrective,Yes,Completed
SMMS000296,AST007085,Telecom Cable,C00004,21.4,Quad Cable,Cable fault,High,4,3,3,2025-06-29,2025-07-08,0,143,5,Preventive,No,Open
SMMS000297,AST007470,Axle Counter,C00087,110.1,Axle Counter,Axle counter fault,Critical,4,5,4,2025-06-08,2025-06-12,19,113,3,Preventive,No,Open
SMMS000298,AST006605,Axle Counter,C00086,26.7,Axle Counter,Axle counter fault,Medium,4,3,2,2025-05-19,2025-06-05,26,125,4,Corrective,Yes,Open
SMMS000299,AST005702,Axle Counter,C00046,19.8,Axle Counter,Axle counter fault,Medium,4,2,3,2025-06-28,2025-07-10,0,34,1,Preventive,Yes,Completed
SMMS000300,AST007031,Track Circuit,C00078,129.9,Track Circuit,Track circuit fault,Medium,3,2,1,2025-06-06,2025-06-21,10,146,5,Preventive,No,Open
SMMS000301,AST008344,Point Machine,C00037,57.8,Electric Point Machine,Point machine fault,Medium,2,3,2,2025-06-17,2025-07-07,0,133,3,Preventive,Yes,Deferred
SMMS000302,AST007878,Interlocking,C00016,52.5,Route Relay Interlocking,Interlocking inspection,Low,2,2,2,2025-05-28,2025-06-21,10,165,4,Inspection,No,Scheduled
SMMS000303,AST006238,Signal,C00007,59.4,Colour Light Signal,Signal lamp/equipment replacement,High,3,3,2,2025-06-23,2025-06-27,4,68,2,Preventive,Yes,Scheduled
SMMS000304,AST006119,Telecom Cable,C00076,51.0,Quad Cable,Cable fault,Medium,3,3,2,2025-06-18,2025-07-08,0,45,2,Preventive,No,Scheduled
SMMS000305,AST006338,Track Circuit,C00042,14.3,Track Circuit,Track circuit fault,Medium,3,2,1,2025-06-20,2025-07-07,0,102,3,Corrective,Yes,Open
SMMS000306,AST005709,Point Machine,C00055,27.6,Electric Point Machine,Point machine fault,Medium,1,2,2,2025-06-22,2025-07-03,0,186,4,Preventive,No,Completed
SMMS000307,AST007626,Signal,C00010,23.8,Colour Light Signal,Signal lamp/equipment replacement,Medium,3,2,2,2025-05-25,2025-06-14,17,95,3,Preventive,No,Open
SMMS000308,AST007402,Track Circuit,C00018,93.9,Track Circuit,Track circuit fault,Medium,3,3,4,2025-05-19,2025-06-10,21,150,2,Preventive,No,Open
SMMS000309,AST005684,Telecom Cable,C00093,24.2,Quad Cable,Cable fault,Medium,4,4,2,2025-03-14,2025-03-29,0,230,4,Preventive,Yes,Completed
SMMS000310,AST005702,Axle Counter,C00046,19.8,Axle Counter,Axle counter fault,Medium,3,3,2,2025-06-30,2025-07-18,0,69,4,Corrective,Yes,Deferred
